sample_id,domain,question,ground_truth_answer,retrieved_context,llm_response_without_rag,llm_response_with_rag,hallucination_label_without_rag,hallucination_label_with_rag,hallucination_type,factual_consistency_score,context_relevance_score,source_support_label,final_target_label
133,literature,Please answer briefly: Who wrote '1984'?,George Orwell,George Orwell wrote the novel '1984'.,The answer is Aldous Huxley.,"Based on the provided context, the correct answer is George Orwell.",1,0,contradiction,0.34,0.84,supported,0
134,technology,Can you answer this: What is cloud computing?,Delivering computing services over the internet,Cloud computing means delivering computing services over the internet.,Delivering computing services over the internet.,"According to the retrieved context, Delivering computing services over the internet.",0,0,none,0.88,0.91,supported,0
135,history,"Using reliable knowledge, Who was known as the Maid of Orléans?",Joan of Arc,Joan of Arc was known as the Maid of Orléans.,It is Joan of Arc.,"Using the retrieved evidence, Joan of Arc.",0,0,none,0.93,0.99,supported,0
136,health,Can you answer this: What is hypertension?,High blood pressure,Hypertension is another term for high blood pressure.,The answer is High blood pressure.,"According to the retrieved context, High blood pressure.",0,0,none,0.98,0.95,supported,0
137,health,I need the correct answer: Which organ filters blood to produce urine?,Kidneys,The kidneys filter blood to produce urine.,It is Kidneys.,"Based on the provided context, the correct answer is Kidneys.",0,0,none,0.96,0.82,supported,0
138,technology,Please answer briefly: What is cloud computing?,Delivering computing services over the internet,Cloud computing means delivering computing services over the internet.,Fixing hardware locally.,"Using the retrieved evidence, Delivering computing services over the internet.",1,0,contradiction,0.03,0.74,supported,0
139,technology,Please answer briefly: What does CPU stand for?,Central Processing Unit,"CPU stands for Central Processing Unit, the main processor in a computer.",The answer is Central Processing Unit.,"According to the retrieved context, Central Processing Unit.",0,0,none,0.99,0.97,supported,0
140,science,"Using reliable knowledge, What star is at the center of our solar system?",The Sun,The Sun is the star at the center of our solar system.,The answer is The Sun.,The context supports this answer: The Sun.,0,0,none,0.99,0.87,supported,0
141,history,"Using reliable knowledge, Who discovered America in 1492 according to traditional European accounts?",Christopher Columbus,Christopher Columbus reached the Americas in 1492 according to traditional European accounts.,It is commonly stated as Amerigo Vespucci.,The context supports this answer: Christopher Columbus.,1,0,unsupported_claim,0.11,0.86,supported,0
142,biology,Please answer briefly: What molecule carries genetic information?,DNA,DNA carries genetic information in living organisms.,"DNA, but it is sometimes confused with Protein.",The context supports this answer: DNA.,1,0,partially_correct,0.48,0.96,supported,0
143,physics,"Using reliable knowledge, What is the speed of light in vacuum?","About 299,792 km/s","The speed of light in vacuum is about 299,792 kilometers per second.","About 299,792 km/s.","Based on the provided context, the correct answer is About 299,792 km/s.",0,0,none,0.98,0.81,supported,0
144,technology,"Using reliable knowledge, What does RAM stand for?",Random Access Memory,RAM stands for Random Access Memory.,It is Random Access Memory.,The context supports this answer: Random Access Memory.,0,0,none,0.99,0.93,supported,0
145,finance,"Using reliable knowledge, What is interest in banking?",The cost of borrowing money or reward for saving,Interest is the cost of borrowing money or the reward for saving.,A one-time fee only.,"Using the retrieved evidence, The cost of borrowing money or reward for saving.",1,0,contradiction,0.18,0.74,supported,0
146,literature,Who wrote 'Pride and Prejudice'?,Jane Austen,Jane Austen wrote 'Pride and Prejudice'.,It is Jane Austen.,"Using the retrieved evidence, Jane Austen.",0,0,none,0.86,0.8,supported,0
147,biology,Can you answer this: What is the basic unit of life?,The cell,The cell is the basic structural and functional unit of life.,The answer is The cell.,The context supports this answer: The cell.,0,0,none,0.96,0.9,supported,0
148,technology,Can you answer this: What does HTML stand for?,HyperText Markup Language,HTML stands for HyperText Markup Language.,It is commonly stated as Home Tool Markup Language.,"Based on the provided context, the correct answer is HyperText Markup Language.",1,0,unsupported_claim,0.38,0.78,supported,0
149,geography,Can you answer this: What is the largest ocean on Earth?,Pacific Ocean,The Pacific Ocean is the largest and deepest ocean on Earth.,Arctic Ocean.,"Based on the provided context, the correct answer is Pacific Ocean.",1,0,factual_error,0.15,0.83,supported,0
150,history,Please answer briefly: In which year did World War II end?,1945,World War II ended in 1945.,It is commonly stated as 1944.,"Based on the context, the answer is 1950.",1,1,factual_error,0.11,0.76,not_supported,1
151,chemistry,Can you answer this: What is H2O commonly called?,Water,H2O is the chemical formula for water.,It is Water.,"Using the retrieved evidence, Water.",0,0,none,0.91,0.78,supported,0
152,geography,Can you answer this: Mount Everest lies on the border of Nepal and which country?,China,Mount Everest lies on the border between Nepal and China.,The answer is India.,"Using the retrieved evidence, China.",1,0,factual_error,0.36,0.87,supported,0
153,finance,I need the correct answer: What is a budget?,A plan for income and expenses,A budget is a plan that tracks income and expenses.,"A plan for income and expenses, but it is sometimes confused with A bank branch.","According to the retrieved context, A plan for income and expenses.",1,0,partially_correct,0.56,0.84,supported,0
154,history,Can you answer this: Who wrote the Declaration of Independence?,Thomas Jefferson,Thomas Jefferson was the principal author of the Declaration of Independence.,The answer is Benjamin Franklin.,"Using the retrieved evidence, Thomas Jefferson.",1,0,factual_error,0.31,0.85,supported,0
155,history,"Using reliable knowledge, Who discovered America in 1492 according to traditional European accounts?",Christopher Columbus,Christopher Columbus reached the Americas in 1492 according to traditional European accounts.,Marco Polo.,"Using the retrieved evidence, Christopher Columbus.",1,0,factual_error,0.09,0.87,supported,0
156,health,Please answer briefly: What is the normal unit used to measure body temperature?,Degrees Celsius or Fahrenheit,Body temperature is commonly measured in degrees Celsius or degrees Fahrenheit.,It is Degrees Celsius or Fahrenheit.,"Using the retrieved evidence, Degrees Celsius or Fahrenheit.",0,0,none,0.94,0.83,supported,0
157,history,Please answer briefly: Who discovered America in 1492 according to traditional European accounts?,Christopher Columbus,Christopher Columbus reached the Americas in 1492 according to traditional European accounts.,It is commonly stated as Amerigo Vespucci.,"According to the retrieved context, Christopher Columbus.",1,0,contradiction,0.37,0.77,supported,0
158,finance,Please answer briefly: What is a recession?,A significant decline in economic activity,A recession is a significant decline in economic activity.,The answer is A short-term stock rally.,The context supports this answer: A significant decline in economic activity.,1,0,contradiction,0.07,0.76,supported,0
159,literature,Who wrote 'The Odyssey'?,Homer,Homer is traditionally credited with writing 'The Odyssey'.,Homer.,The context supports this answer: Homer.,0,0,none,0.99,0.77,supported,0
160,literature,I need the correct answer: Who wrote 'Pride and Prejudice'?,Jane Austen,Jane Austen wrote 'Pride and Prejudice'.,The answer is Jane Austen.,"According to the retrieved context, Jane Austen.",0,0,none,0.92,0.79,supported,0
161,technology,I need the correct answer: What is cloud computing?,Delivering computing services over the internet,Cloud computing means delivering computing services over the internet.,The answer is Storing files only on paper.,"According to the retrieved context, Delivering computing services over the internet.",1,0,factual_error,0.1,0.78,supported,0
162,literature,"Using reliable knowledge, Who wrote '1984'?",George Orwell,George Orwell wrote the novel '1984'.,The answer is J.K. Rowling.,"Based on the provided context, the correct answer is George Orwell.",1,0,factual_error,0.02,0.91,supported,0
163,finance,Please answer briefly: What is interest in banking?,The cost of borrowing money or reward for saving,Interest is the cost of borrowing money or the reward for saving.,The answer is The cost of borrowing money or reward for saving.,"Using the retrieved evidence, The cost of borrowing money or reward for saving.",0,0,none,0.94,0.74,supported,0
164,finance,I need the correct answer: What is profit?,Revenue minus costs,Profit is what remains when costs are subtracted from revenue.,It is commonly stated as A business debt.,The context supports this answer: Revenue minus costs.,1,0,unsupported_claim,0.07,0.99,supported,0
165,history,I need the correct answer: Who was known as the Maid of Orléans?,Joan of Arc,Joan of Arc was known as the Maid of Orléans.,Marie Curie.,"Based on the provided context, the correct answer is Joan of Arc.",1,0,unsupported_claim,0.12,0.94,supported,0
166,physics,What is the speed of light in vacuum?,"About 299,792 km/s","The speed of light in vacuum is about 299,792 kilometers per second.","The answer is About 150,000 km/s.","Based on the provided context, the correct answer is About 299,792 km/s.",1,0,factual_error,0.05,0.76,supported,0
167,biology,Can you answer this: What gas do humans need to breathe to survive?,Oxygen,Humans need oxygen to survive.,Carbon dioxide.,"Based on the context, the answer is Carbon dioxide.",1,1,contradiction,0.18,0.53,not_supported,1
168,technology,What does API stand for?,Application Programming Interface,API stands for Application Programming Interface.,It is commonly stated as Applied Program Internet.,The context supports this answer: Application Programming Interface.,1,0,contradiction,0.31,0.73,supported,0
169,finance,What is a loan?,Borrowed money that must be repaid,"A loan is borrowed money that must be repaid, usually with interest.",It is Borrowed money that must be repaid.,"Using the retrieved evidence, Borrowed money that must be repaid.",0,0,none,0.99,0.97,supported,0
